Entity,Code,Year,Renewables (TWh growth – sub method)
Ireland,IRL,1994,0.442
Ireland,IRL,1995,-0.583
Ireland,IRL,1996,0.094
Ireland,IRL,1997,0.128
Ireland,IRL,1998,1.003
Ireland,IRL,1999,-0.128
Ireland,IRL,2000,0.169
Ireland,IRL,2001,-0.457
Ireland,IRL,2002,0.952
Ireland,IRL,2003,-0.686
Ireland,IRL,2004,0.673
Ireland,IRL,2005,1.266
Ireland,IRL,2006,1.576
Ireland,IRL,2007,0.809
Ireland,IRL,2008,2.046
Ireland,IRL,2009,1.31
Ireland,IRL,2010,-1.055
Ireland,IRL,2011,4.332
Ireland,IRL,2012,-0.525
Ireland,IRL,2013,0.866
Ireland,IRL,2014,1.856
Ireland,IRL,2015,3.626
Ireland,IRL,2016,-0.978
Ireland,IRL,2017,3.29
Ireland,IRL,2018,3.145
Ireland,IRL,2019,3.127
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,0.006
Israel,ISR,1982,0
Israel,ISR,1983,-0.003
Israel,ISR,1984,0.003
Israel,ISR,1985,0
Israel,ISR,1986,0.011
Israel,ISR,1987,0.011
Israel,ISR,1988,0
Israel,ISR,1989,-0.019
Israel,ISR,1990,0
Israel,ISR,1991,0.008
Israel,ISR,1992,0.064
Israel,ISR,1993,-0.008
Israel,ISR,1994,-0.008
Israel,ISR,1995,0.006
Israel,ISR,1996,-0.003
Israel,ISR,1997,0.003
Israel,ISR,1998,0
Israel,ISR,1999,0.022
Israel,ISR,2000,-0.006
Israel,ISR,2001,-0.031
Israel,ISR,2002,0.033
Israel,ISR,2003,0.029
Israel,ISR,2004,-0.012
Israel,ISR,2005,-0.001
Israel,ISR,2006,-0.038
Israel,ISR,2007,-0.003
Israel,ISR,2008,0.021
Israel,ISR,2009,0.175
Israel,ISR,2010,0.184
Israel,ISR,2011,0.337
Israel,ISR,2012,0.467
Israel,ISR,2013,0.215
Israel,ISR,2014,0.883
Israel,ISR,2015,0.842
Israel,ISR,2016,1.096
Israel,ISR,2017,-0.055
Israel,ISR,2018,0.153
Israel,ISR,2019,2.821
Italy,ITA,1966,4.892
Italy,ITA,1967,-3.489
Italy,ITA,1968,1.331
Italy,ITA,1969,-3.656
Italy,ITA,1970,-1.047
Italy,ITA,1971,-3.647
Italy,ITA,1972,5.186
Italy,ITA,1973,-10.519
Italy,ITA,1974,1.867
Italy,ITA,1975,8.242
Italy,ITA,1976,-5.608
Italy,ITA,1977,33.003
Italy,ITA,1978,-15.464
Italy,ITA,1979,1.306
Italy,ITA,1980,-1.578
Italy,ITA,1981,-7.503
Italy,ITA,1982,-4.225
Italy,ITA,1983,-0.4
Italy,ITA,1984,2.875
Italy,ITA,1985,-4.358
Italy,ITA,1986,0.814
Italy,ITA,1987,-3.886
Italy,ITA,1988,3.514
Italy,ITA,1989,-20.014
Italy,ITA,1990,-6.542
Italy,ITA,1991,29.544
Italy,ITA,1992,0.633
Italy,ITA,1993,-1.511
Italy,ITA,1994,8.38
Italy,ITA,1995,-18.839
Italy,ITA,1996,13.233
Italy,ITA,1997,-0.044
Italy,ITA,1998,0.753
Italy,ITA,1999,13.439
Italy,ITA,2000,-1.208
Italy,ITA,2001,8.65
Italy,ITA,2002,-17.504
Italy,ITA,2003,-4.8
Italy,ITA,2004,20.903
Italy,ITA,2005,-16.355
Italy,ITA,2006,5.296
Italy,ITA,2007,-8.803
Italy,ITA,2008,32.831
Italy,ITA,2009,33.069
Italy,ITA,2010,21.975
Italy,ITA,2011,14.119
Italy,ITA,2012,24.374
Italy,ITA,2013,46.406
Italy,ITA,2014,18.174
Italy,ITA,2015,-32.29
Italy,ITA,2016,-4.896
Italy,ITA,2017,-11.675
Italy,ITA,2018,25.287
Italy,ITA,2019,-7.694
Japan,JPN,1966,9.111
Japan,JPN,1967,-30
Japan,JPN,1968,13.611
Japan,JPN,1969,5.278
Japan,JPN,1970,0.813
Japan,JPN,1971,24.425
Japan,JPN,1972,2.536
Japan,JPN,1973,-50.879
Japan,JPN,1974,44.321
Japan,JPN,1975,2.214
Japan,JPN,1976,0.481
Japan,JPN,1977,-29.044
Japan,JPN,1978,-7.298
Japan,JPN,1979,30.467
Japan,JPN,1980,20.946
Japan,JPN,1981,-1.814
Japan,JPN,1982,7.628
Japan,JPN,1983,10.629
Japan,JPN,1984,-32.131
Japan,JPN,1985,32.882
Japan,JPN,1986,-2.65
Japan,JPN,1987,-14
Japan,JPN,1988,46.384
Japan,JPN,1989,6.973
Japan,JPN,1990,-29.311
Japan,JPN,1991,21.755
Japan,JPN,1992,-39.337
Japan,JPN,1993,34.045
Japan,JPN,1994,-72.773
Japan,JPN,1995,42.123
Japan,JPN,1996,-1.81
Japan,JPN,1997,29.161
Japan,JPN,1998,6.742
Japan,JPN,1999,-13.524
Japan,JPN,2000,1.386
Japan,JPN,2001,-9.314
Japan,JPN,2002,-0.847
Japan,JPN,2003,35.011
Japan,JPN,2004,-1.14
Japan,JPN,2005,-27.869
Japan,JPN,2006,29.476
Japan,JPN,2007,-35.661
Japan,JPN,2008,-1.056
Japan,JPN,2009,-14.075
Japan,JPN,2010,53.117
Japan,JPN,2011,-14.181
Japan,JPN,2012,-7.348
Japan,JPN,2013,21.88
Japan,JPN,2014,32.122
Japan,JPN,2015,48.858
Japan,JPN,2016,-32.188
Japan,JPN,2017,45.312
Japan,JPN,2018,39.087
Japan,JPN,2019,41.254
Kazakhstan,KAZ,1986,-1.191
Kazakhstan,KAZ,1987,2.639
Kazakhstan,KAZ,1988,3.499
Kazakhstan,KAZ,1989,0.835
Kazakhstan,KAZ,1990,0.206
Kazakhstan,KAZ,1991,-0.461
Kazakhstan,KAZ,1992,-0.928
Kazakhstan,KAZ,1993,2.119
Kazakhstan,KAZ,1994,4.306
Kazakhstan,KAZ,1995,-2.356
Kazakhstan,KAZ,1996,-2.778
Kazakhstan,KAZ,1997,-2.311
Kazakhstan,KAZ,1998,-0.994
Kazakhstan,KAZ,1999,-0.025
Kazakhstan,KAZ,2000,3.886
Kazakhstan,KAZ,2001,1.382
Kazakhstan,KAZ,2002,2.073
Kazakhstan,KAZ,2003,-0.878
Kazakhstan,KAZ,2004,-1.687
Kazakhstan,KAZ,2005,-0.678
Kazakhstan,KAZ,2006,-0.368
Kazakhstan,KAZ,2007,0.942
Kazakhstan,KAZ,2008,-2.013
Kazakhstan,KAZ,2009,-1.645
Kazakhstan,KAZ,2010,2.869
Kazakhstan,KAZ,2011,-0.487
Kazakhstan,KAZ,2012,-0.751
Kazakhstan,KAZ,2013,0.128
Kazakhstan,KAZ,2014,1.259
Kazakhstan,KAZ,2015,2.835
Kazakhstan,KAZ,2016,6.242
Kazakhstan,KAZ,2017,-1.03
Kazakhstan,KAZ,2018,-2.008
Kazakhstan,KAZ,2019,-0.414
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0
Kuwait,KWT,2014,0.008
Kuwait,KWT,2015,0.005
Kuwait,KWT,2016,0.11
Kuwait,KWT,2017,0.043
Kuwait,KWT,2018,0.041
Kuwait,KWT,2019,0.189
Latvia,LVA,1986,0.061
Latvia,LVA,1987,1.94
Latvia,LVA,1988,-1.94
Latvia,LVA,1989,1.682
Latvia,LVA,1990,2.472
Latvia,LVA,1991,-3.392
Latvia,LVA,1992,-2.094
Latvia,LVA,1993,0.986
Latvia,LVA,1994,1.192
Latvia,LVA,1995,-1.022
Latvia,LVA,1996,-2.989
Latvia,LVA,1997,3.039
Latvia,LVA,1998,3.786
Latvia,LVA,1999,-4.331
Latvia,LVA,2000,0.181
Latvia,LVA,2001,-0.01
Latvia,LVA,2002,-1.021
Latvia,LVA,2003,-0.444
Latvia,LVA,2004,2.282
Latvia,LVA,2005,0.534
Latvia,LVA,2006,-1.736
Latvia,LVA,2007,0.062
Latvia,LVA,2008,0.967
Latvia,LVA,2009,0.842
Latvia,LVA,2010,0.157
Latvia,LVA,2011,-1.501
Latvia,LVA,2012,2.574
Latvia,LVA,2013,-1.505
Latvia,LVA,2014,-2.011
Latvia,LVA,2015,0.009
Latvia,LVA,2016,1.714
Latvia,LVA,2017,4.897
Latvia,LVA,2018,-4.959
Latvia,LVA,2019,-0.674
Lithuania,LTU,1986,-0.025
Lithuania,LTU,1987,-0.061
Lithuania,LTU,1988,0.061
Lithuania,LTU,1989,0
Lithuania,LTU,1990,0.082
Lithuania,LTU,1991,-0.211
Lithuania,LTU,1992,-0.075
Lithuania,LTU,1993,0.228
Lithuania,LTU,1994,0.164
Lithuania,LTU,1995,-0.219
Lithuania,LTU,1996,-0.131
Lithuania,LTU,1997,-0.086
Lithuania,LTU,1998,0.339
Lithuania,LTU,1999,-0.008
Lithuania,LTU,2000,-0.208
Lithuania,LTU,2001,-0.039
Lithuania,LTU,2002,0.076
Lithuania,LTU,2003,-0.075
Lithuania,LTU,2004,0.253
Lithuania,LTU,2005,0.078
Lithuania,LTU,2006,-0.071
Lithuania,LTU,2007,0.378
Lithuania,LTU,2008,0.047
Lithuania,LTU,2009,0.205
Lithuania,LTU,2010,0.581
Lithuania,LTU,2011,0.506
Lithuania,LTU,2012,0.165
Lithuania,LTU,2013,0.86
Lithuania,LTU,2014,-0.063
Lithuania,LTU,2015,0.406
Lithuania,LTU,2016,1.003
Lithuania,LTU,2017,1.088
Lithuania,LTU,2018,-1.01
Lithuania,LTU,2019,0.708
Luxembourg,LUX,1966,-0.024
Luxembourg,LUX,1967,0.028
Luxembourg,LUX,1968,0.005
Luxembourg,LUX,1969,-0.032
Luxembourg,LUX,1970,0.023
Luxembourg,LUX,1971,-0.104
Luxembourg,LUX,1972,0.024
Luxembourg,LUX,1973,-0.019
Luxembourg,LUX,1974,0.067
Luxembourg,LUX,1975,-0.028
Luxembourg,LUX,1976,-0.067
Luxembourg,LUX,1977,0.141
Luxembourg,LUX,1978,-0.005
Luxembourg,LUX,1979,0.022
Luxembourg,LUX,1980,0.01
Luxembourg,LUX,1981,0.025
Luxembourg,LUX,1982,-0.029
Luxembourg,LUX,1983,-0.006
Luxembourg,LUX,1984,0.02
Luxembourg,LUX,1985,-0.048
Luxembourg,LUX,1986,0.043
Luxembourg,LUX,1987,0.053
Luxembourg,LUX,1988,-0.02
Luxembourg,LUX,1989,-0.072
Luxembourg,LUX,1990,-0.018
Luxembourg,LUX,1991,0.043
Luxembourg,LUX,1992,-0.045
Luxembourg,LUX,1993,0
Luxembourg,LUX,1994,0.054
Luxembourg,LUX,1995,0.018
Luxembourg,LUX,1996,-0.089
Luxembourg,LUX,1997,0.076
Luxembourg,LUX,1998,0.112
Luxembourg,LUX,1999,-0.059
Luxembourg,LUX,2000,0.136
Luxembourg,LUX,2001,-0.011
Luxembourg,LUX,2002,-0.048
Luxembourg,LUX,2003,-0.03
Luxembourg,LUX,2004,0.144
Luxembourg,LUX,2005,0.034
Luxembourg,LUX,2006,0.094
Luxembourg,LUX,2007,0.046
Luxembourg,LUX,2008,0.043
Luxembourg,LUX,2009,-0.043
Luxembourg,LUX,2010,-0.004
Luxembourg,LUX,2011,-0.062
Luxembourg,LUX,2012,0.157
Luxembourg,LUX,2013,0.154
Luxembourg,LUX,2014,0.064
Luxembourg,LUX,2015,0.078
Luxembourg,LUX,2016,0.06
Luxembourg,LUX,2017,0.351
Luxembourg,LUX,2018,0.2
Luxembourg,LUX,2019,0.217
Malaysia,MYS,1966,0.292
Malaysia,MYS,1967,0.092
Malaysia,MYS,1968,0.219
Malaysia,MYS,1969,0.583
Malaysia,MYS,1970,0.522
Malaysia,MYS,1971,-0.433
Malaysia,MYS,1972,0.3
Malaysia,MYS,1973,-0.128
Malaysia,MYS,1974,-0.283
Malaysia,MYS,1975,-0.003
Malaysia,MYS,1976,-0.158
Malaysia,MYS,1977,-0.497
Malaysia,MYS,1978,0.375
Malaysia,MYS,1979,0.554
Malaysia,MYS,1980,0.848
Malaysia,MYS,1981,0.424
Malaysia,MYS,1982,-0.163
Malaysia,MYS,1983,0.685
Malaysia,MYS,1984,4.728
Malaysia,MYS,1985,0.88
Malaysia,MYS,1986,0.978
Malaysia,MYS,1987,2.348
Malaysia,MYS,1988,2.12
Malaysia,MYS,1989,-1.207
Malaysia,MYS,1990,-3.522
Malaysia,MYS,1991,1.174
Malaysia,MYS,1992,-0.454
Malaysia,MYS,1993,1.575
Malaysia,MYS,1994,4.528
Malaysia,MYS,1995,-0.736
Malaysia,MYS,1996,-2.872
Malaysia,MYS,1997,-2.808
Malaysia,MYS,1998,0.789
Malaysia,MYS,1999,8.597
Malaysia,MYS,2000,0.036
Malaysia,MYS,2001,-2.689
Malaysia,MYS,2002,-2.369
Malaysia,MYS,2003,-0.955
Malaysia,MYS,2004,1.645
Malaysia,MYS,2005,1.105
Malaysia,MYS,2006,0.817
Malaysia,MYS,2007,-0.728
Malaysia,MYS,2008,4.87
Malaysia,MYS,2009,-0.981
Malaysia,MYS,2010,-1.853
Malaysia,MYS,2011,4.983
Malaysia,MYS,2012,2.853
Malaysia,MYS,2013,5.68
Malaysia,MYS,2014,3.019
Malaysia,MYS,2015,1.402
Malaysia,MYS,2016,15.232
Malaysia,MYS,2017,16.805
Malaysia,MYS,2018,-0.826
Malaysia,MYS,2019,2.112
Mexico,MEX,1966,3.486
Mexico,MEX,1967,2.497
Mexico,MEX,1968,4.514
Mexico,MEX,1969,2.122
Mexico,MEX,1970,4.442
Mexico,MEX,1971,-1.203
Mexico,MEX,1972,2.664
Mexico,MEX,1973,2.781
Mexico,MEX,1974,1.775
Mexico,MEX,1975,-4.086
Mexico,MEX,1976,5.928
Mexico,MEX,1977,5.419
Mexico,MEX,1978,-8.25
Mexico,MEX,1979,6.144
Mexico,MEX,1980,-3.339
Mexico,MEX,1981,21.547
Mexico,MEX,1982,-3.783
Mexico,MEX,1983,-5.928
Mexico,MEX,1984,8.169
Mexico,MEX,1985,14.004
Mexico,MEX,1986,-14.936
Mexico,MEX,1987,-2.745
Mexico,MEX,1988,7.683
Mexico,MEX,1989,9.889
Mexico,MEX,1990,-1.173
Mexico,MEX,1991,-3.184
Mexico,MEX,1992,13.118
Mexico,MEX,1993,-0.065
Mexico,MEX,1994,-18.5
Mexico,MEX,1995,20.904
Mexico,MEX,1996,9.744
Mexico,MEX,1997,-14.637
Mexico,MEX,1998,-4.194
Mexico,MEX,1999,22.341
Mexico,MEX,2000,1.842
Mexico,MEX,2001,-13.822
Mexico,MEX,2002,-9.975
Mexico,MEX,2003,-11.816
Mexico,MEX,2004,14.816
Mexico,MEX,2005,8.71
Mexico,MEX,2006,5.062
Mexico,MEX,2007,-6.363
Mexico,MEX,2008,29.922
Mexico,MEX,2009,-33.482
Mexico,MEX,2010,28.122
Mexico,MEX,2011,-2.236
Mexico,MEX,2012,-8.007
Mexico,MEX,2013,-7.814
Mexico,MEX,2014,33.271
Mexico,MEX,2015,-14.221
Mexico,MEX,2016,2.767
Mexico,MEX,2017,6.226
Mexico,MEX,2018,10.097
Mexico,MEX,2019,13.957
Morocco,MAR,1966,-0.442
Morocco,MAR,1967,-0.339
Morocco,MAR,1968,0.35
Morocco,MAR,1969,0.861
Morocco,MAR,1970,-0.061
Morocco,MAR,1971,0.483
Morocco,MAR,1972,0.211
Morocco,MAR,1973,-1.122
Morocco,MAR,1974,0.403
Morocco,MAR,1975,-0.892
Morocco,MAR,1976,-0.05
Morocco,MAR,1977,1.019
Morocco,MAR,1978,0.142
Morocco,MAR,1979,0.461
Morocco,MAR,1980,-0.186
Morocco,MAR,1981,-1.364
Morocco,MAR,1982,-1.256
Morocco,MAR,1983,-0.253
Morocco,MAR,1984,-0.319
Morocco,MAR,1985,0.333
Morocco,MAR,1986,0.436
Morocco,MAR,1987,0.506
Morocco,MAR,1988,0.308
Morocco,MAR,1989,0.614
Morocco,MAR,1990,0.175
Morocco,MAR,1991,0.017
Morocco,MAR,1992,-0.728
Morocco,MAR,1993,-1.447
Morocco,MAR,1994,1.103
Morocco,MAR,1995,-0.636
Morocco,MAR,1996,3.739
Morocco,MAR,1997,0.35
Morocco,MAR,1998,-0.85
Morocco,MAR,1999,-2.644
Morocco,MAR,2000,-0.119
Morocco,MAR,2001,0.775
Morocco,MAR,2002,-0.107
Morocco,MAR,2003,1.64
Morocco,MAR,2004,0.366
Morocco,MAR,2005,-1.696
Morocco,MAR,2006,-0.034
Morocco,MAR,2007,0.021
Morocco,MAR,2008,0.068
Morocco,MAR,2009,4.559
Morocco,MAR,2010,2.996
Morocco,MAR,2011,-3.769
Morocco,MAR,2012,-0.915
Morocco,MAR,2013,4.164
Morocco,MAR,2014,-1.178
Morocco,MAR,2015,2.093
Morocco,MAR,2016,0.556
Morocco,MAR,2017,-0.125
Morocco,MAR,2018,4.529
Morocco,MAR,2019,2.563
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,0
Netherlands,NLD,1969,0
Netherlands,NLD,1970,0
Netherlands,NLD,1971,0
Netherlands,NLD,1972,0
Netherlands,NLD,1973,0
Netherlands,NLD,1974,0
Netherlands,NLD,1975,2.231
Netherlands,NLD,1976,0.192
Netherlands,NLD,1977,-0.014
Netherlands,NLD,1978,0.956
Netherlands,NLD,1979,-0.292
Netherlands,NLD,1980,-0.228
Netherlands,NLD,1981,0.169
Netherlands,NLD,1982,-2.278
Netherlands,NLD,1983,-0.094
Netherlands,NLD,1984,-0.594
Netherlands,NLD,1985,1.186
Netherlands,NLD,1986,0.314
Netherlands,NLD,1987,0.411
Netherlands,NLD,1988,0.411
Netherlands,NLD,1989,0.297
Netherlands,NLD,1990,-0.414
Netherlands,NLD,1991,0.364
Netherlands,NLD,1992,0.217
Netherlands,NLD,1993,0.306
Netherlands,NLD,1994,0.408
Netherlands,NLD,1995,0.406
Netherlands,NLD,1996,1.144
Netherlands,NLD,1997,0.547
Netherlands,NLD,1998,0.872
Netherlands,NLD,1999,0.508
Netherlands,NLD,2000,1.287
Netherlands,NLD,2001,0.832
Netherlands,NLD,2002,1.767
Netherlands,NLD,2003,-0.1
Netherlands,NLD,2004,3.592
Netherlands,NLD,2005,5.679
Netherlands,NLD,2006,1.961
Netherlands,NLD,2007,2.014
Netherlands,NLD,2008,4.336
Netherlands,NLD,2009,4.443
Netherlands,NLD,2010,-0.86
Netherlands,NLD,2011,3.826
Netherlands,NLD,2012,0.471
Netherlands,NLD,2013,-1.222
Netherlands,NLD,2014,-0.825
Netherlands,NLD,2015,4.223
Netherlands,NLD,2016,1.658
Netherlands,NLD,2017,8.225
Netherlands,NLD,2018,5.881
Netherlands,NLD,2019,9.571
New Zealand,NZL,1966,2.216
New Zealand,NZL,1967,0.529
New Zealand,NZL,1968,1.982
New Zealand,NZL,1969,-0.292
New Zealand,NZL,1970,2.723
New Zealand,NZL,1971,4.74
New Zealand,NZL,1972,2.421
New Zealand,NZL,1973,-0.505
New Zealand,NZL,1974,1.692
New Zealand,NZL,1975,4.172
New Zealand,NZL,1976,-3.378
New Zealand,NZL,1977,-2.377
New Zealand,NZL,1978,2.674
New Zealand,NZL,1979,7.39
New Zealand,NZL,1980,2.82
New Zealand,NZL,1981,0.784
New Zealand,NZL,1982,-3.739
New Zealand,NZL,1983,4.071
New Zealand,NZL,1984,2.159
New Zealand,NZL,1985,-2.214
New Zealand,NZL,1986,6.841
New Zealand,NZL,1987,-0.484
New Zealand,NZL,1988,2.899
New Zealand,NZL,1989,0.248
New Zealand,NZL,1990,2.706
New Zealand,NZL,1991,-0.317
New Zealand,NZL,1992,-5.07
New Zealand,NZL,1993,7.007
New Zealand,NZL,1994,6.105
New Zealand,NZL,1995,4.563
New Zealand,NZL,1996,-3.891
New Zealand,NZL,1997,-7.854
New Zealand,NZL,1998,6.771
New Zealand,NZL,1999,-5.998
New Zealand,NZL,2000,4.908
New Zealand,NZL,2001,-8.535
New Zealand,NZL,2002,7.996
New Zealand,NZL,2003,-4.108
New Zealand,NZL,2004,10.192
New Zealand,NZL,2005,-9.257
New Zealand,NZL,2006,0.907
New Zealand,NZL,2007,1.05
New Zealand,NZL,2008,-1.839
New Zealand,NZL,2009,7.352
New Zealand,NZL,2010,3.851
New Zealand,NZL,2011,1.969
New Zealand,NZL,2012,-5.712
New Zealand,NZL,2013,0.305
New Zealand,NZL,2014,5.491
New Zealand,NZL,2015,1.903
New Zealand,NZL,2016,2.975
New Zealand,NZL,2017,-2.948
New Zealand,NZL,2018,2.02
New Zealand,NZL,2019,-1.366
North America,,1966,44.054
North America,,1967,86.44
North America,,1968,17.52
North America,,1969,121.547
North America,,1970,18.252
North America,,1971,63.892
North America,,1972,79.688
North America,,1973,41.193
North America,,1974,128.163
North America,,1975,-31.633
North America,,1976,-1.45
North America,,1977,-147.841
North America,,1978,205.039
North America,,1979,33.267
North America,,1980,7.63
North America,,1981,23.475
North America,,1982,107.517
North America,,1983,90.341
North America,,1984,50.196
North America,,1985,-49.162
North America,,1986,38.623
North America,,1987,-90.488
North America,,1988,-92.037
North America,,1989,118.731
North America,,1990,107.258
North America,,1991,27.487
North America,,1992,-48.887
North America,,1993,108.056
North America,,1994,-52.599
North America,,1995,179.024
North America,,1996,164.162
North America,,1997,3.247
North America,,1998,-143.71
North America,,1999,54.302
North America,,2000,-78.689
North America,,2001,-260.135
North America,,2002,191.972
North America,,2003,-9.932
North America,,2004,18.036
North America,,2005,96.458
North America,,2006,91.185
North America,,2007,-29.657
North America,,2008,187.445
North America,,2009,77.732
North America,,2010,45.486
North America,,2011,306.067
North America,,2012,-42.688
North America,,2013,115.5
North America,,2014,54.108
North America,,2015,47.36
North America,,2016,214.318
North America,,2017,223.037
North America,,2018,36.925
North America,,2019,48.354
North Macedonia,MKD,1991,0.992
North Macedonia,MKD,1992,0
North Macedonia,MKD,1993,-0.906
North Macedonia,MKD,1994,0.481
North Macedonia,MKD,1995,0.294
North Macedonia,MKD,1996,0.136
North Macedonia,MKD,1997,0.139
North Macedonia,MKD,1998,0.508
North Macedonia,MKD,1999,0.85
North Macedonia,MKD,2000,-0.608
North Macedonia,MKD,2001,-1.522
North Macedonia,MKD,2002,0.348
North Macedonia,MKD,2003,1.668
North Macedonia,MKD,2004,0.269
North Macedonia,MKD,2005,0.002
North Macedonia,MKD,2006,0.397
North Macedonia,MKD,2007,-1.728
North Macedonia,MKD,2008,-0.465
North Macedonia,MKD,2009,1.114
North Macedonia,MKD,2010,3.007
North Macedonia,MKD,2011,-2.622
North Macedonia,MKD,2012,-1.028
North Macedonia,MKD,2013,1.39
North Macedonia,MKD,2014,-0.791
North Macedonia,MKD,2015,1.845
North Macedonia,MKD,2016,0.065
North Macedonia,MKD,2017,-1.957
North Macedonia,MKD,2018,1.645
North Macedonia,MKD,2019,-1.558
Norway,NOR,1966,-1.967
Norway,NOR,1967,12.658
Norway,NOR,1968,19.178
Norway,NOR,1969,-7.872
Norway,NOR,1970,1.214
Norway,NOR,1971,15.103
Norway,NOR,1972,11.589
Norway,NOR,1973,15.139
Norway,NOR,1974,10.361
Norway,NOR,1975,2.036
Norway,NOR,1976,12.786
Norway,NOR,1977,-27.531
Norway,NOR,1978,24.122
Norway,NOR,1979,22.2
Norway,NOR,1980,-14.125
Norway,NOR,1981,25.614
Norway,NOR,1982,-0.931
Norway,NOR,1983,36.636
Norway,NOR,1984,0.597
Norway,NOR,1985,-9.764
Norway,NOR,1986,-17.114
Norway,NOR,1987,19.631
Norway,NOR,1988,15.528
Norway,NOR,1989,26.514
Norway,NOR,1990,8.136
Norway,NOR,1991,-30.597
Norway,NOR,1992,18.208
Norway,NOR,1993,7.161
Norway,NOR,1994,-21.008
Norway,NOR,1995,27.517
Norway,NOR,1996,-49.039
Norway,NOR,1997,16.253
Norway,NOR,1998,16.547
Norway,NOR,1999,16.017
Norway,NOR,2000,56.584
Norway,NOR,2001,-61.504
Norway,NOR,2002,22.292
Norway,NOR,2003,-66.656
Norway,NOR,2004,7.282
Norway,NOR,2005,71.098
Norway,NOR,2006,-45.436
Norway,NOR,2007,36.613
Norway,NOR,2008,12.082
Norway,NOR,2009,-38.666
Norway,NOR,2010,-24.234
Norway,NOR,2011,8.336
Norway,NOR,2012,53.978
Norway,NOR,2013,-35.973
Norway,NOR,2014,17.048
Norway,NOR,2015,3.377
Norway,NOR,2016,9.733
Norway,NOR,2017,-1.469
Norway,NOR,2018,-6.848
Norway,NOR,2019,-31.002
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.003
Oman,OMN,2014,0
Oman,OMN,2015,0.006
Oman,OMN,2016,0
Oman,OMN,2017,0
Oman,OMN,2018,0
Oman,OMN,2019,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,1.129
Pakistan,PAK,1968,1.461
Pakistan,PAK,1969,0.479
Pakistan,PAK,1970,-1.056
Pakistan,PAK,1971,2.48
Pakistan,PAK,1972,0.552
Pakistan,PAK,1973,0.614
Pakistan,PAK,1974,0.061
Pakistan,PAK,1975,1.78
Pakistan,PAK,1976,1.166
Pakistan,PAK,1977,2.774
